WordWeight;FamilyWeight;LanguageWeight;from_word;to_word
1;1;1;empty;breathe
1;1;1;empty;zero
1;1;1;empty;nothing
1;1;1;empty;in
1;1;1;empty;inside
6;1;6;empty;no or not
26;10;22;part;half
1;1;1;part;mouth
1;1;1;part;call
2;1;2;part;see
1;1;1;part;often
2;2;2;part;thigh
2;2;2;part;room
1;1;1;part;food
1;1;1;part;in front of
1;1;1;part;cook (something)
1;1;1;part;god
4;3;4;part;cloth
1;1;1;part;livestock
1;1;1;part;stab to death
2;1;2;part;pot
1;1;1;part;path
1;1;1;part;pan
4;2;4;part;peace
1;1;1;part;piss
2;1;2;part;bone
1;1;1;part;bread
1;1;1;part;want
1;1;1;part;try
1;1;1;part;own
4;3;4;part;end (of space)
1;1;1;part;strike or beat
1;1;1;part;pound
2;2;2;part;remains
1;1;1;part;learn
1;1;1;part;say
1;1;1;part;clothes
1;1;1;part;stone or rock
1;1;1;part;breast
1;1;1;part;center or middle
2;2;2;part;brother
2;2;2;part;sister
2;2;2;part;sibling
1;1;1;part;broken
1;1;1;part;break (destroy or get destroyed)
1;1;1;part;relatives
1;1;1;part;you
1;1;1;part;inside
1;1;1;part;pus
1;1;1;part;son-in-law (of woman)
1;1;1;part;beside
1;1;1;part;boundary
2;1;2;part;garden
1;1;1;part;allow or permit
1;1;1;part;pinch
1;1;1;part;head
1;1;1;part;skull
2;1;2;part;shore
2;1;2;part;chicken
3;1;3;part;corner
1;1;1;part;cape
1;1;1;part;dry
1;1;1;part;corpse
1;1;1;part;sleep
2;2;2;part;rope
1;1;1;part;hen
1;1;1;part;fowl
1;1;1;part;ditch
1;1;1;part;body
1;1;1;part;goose
1;1;1;part;tree stump
1;1;1;part;split
1;1;1;part;trap (pitfall)
5;4;5;part;slice
25;13;24;part;piece
1;1;1;part;through
2;1;2;part;meat
3;1;3;part;happiness
1;1;1;part;area
1;1;1;part;waterfall
1;1;1;part;shell
1;1;1;part;furrow
2;1;2;half;cloud
2;1;2;half;up
2;1;2;half;mouth
1;1;1;half;often
2;1;2;half;spread out
19;14;19;half;center or middle
1;1;1;half;lazy
1;1;1;half;midday
1;1;1;half;finger
1;1;1;half;waist
1;1;1;half;stomach
1;1;1;half;poison
1;1;1;half;beside
1;1;1;half;father's sister
1;1;1;half;mother's sister
1;1;1;half;tree trunk
2;1;2;half;twice
1;1;1;half;adjudicate
1;1;1;half;brick
1;1;1;half;hen
1;1;1;half;fowl
1;1;1;half;dandruff
1;1;1;half;wet
1;1;1;half;trough
1;1;1;half;shelf
1;1;1;half;dish
1;1;1;half;pocket
1;1;1;half;netbag
1;1;1;half;stupid
2;1;2;half;young man
1;1;1;half;latch
6;6;6;half;middle
1;1;1;half;pig
1;1;1;half;news
1;1;1;half;be alive
1;1;1;half;fear (be afraid)
1;1;1;half;board
1;1;1;half;shirt
3;3;3;half;piece
1;1;1;half;grandmother
1;1;1;half;chat (with somebody)
1;1;1;half;cloth
2;1;2;half;break (destroy or get destroyed)
1;1;1;half;horn (instrument)
1;1;1;half;slope
1;1;1;half;eagle
1;1;1;half;believe
1;1;1;half;split open
1;1;1;half;chew
1;1;1;half;knife (classifier)
1;1;1;half;bowl
1;1;1;half;sprout (verb)
1;1;1;half;lamp
1;1;1;half;scratch
1;1;1;half;liquor
1;1;1;half;mix
1;1;1;half;end (of space)
1;1;1;half;end (of time)
1;1;1;half;remains
1;1;1;half;crow (verb)
1;1;1;half;blunt
1;1;1;half;steal
82;9;75;only;one
1;1;1;only;aunt
1;1;1;only;father's sister
1;1;1;only;mother's sister
1;1;1;only;oar
2;2;2;only;sun
2;1;2;only;floor
2;1;1;only;naked
2;1;1;only;easy
2;1;1;only;clean
1;1;1;only;because
1;1;1;only;when
1;1;1;only;now
1;1;1;only;if
1;1;1;only;true
1;1;1;only;correct (right)
1;1;1;only;vine
1;1;1;only;star
1;1;1;only;body
1;1;1;only;river
1;1;1;only;smell (stink)
1;1;1;only;rotten
1;1;1;only;bracelet
1;1;1;only;person
1;1;1;only;guest
2;2;2;only;often
1;1;1;only;nasal mucus (snot)
1;1;1;only;sap
1;1;1;only;soul
1;1;1;only;last (final)
1;1;1;only;heavy
1;1;1;only;hand
1;1;1;only;holy
1;1;1;only;wave
1;1;1;only;yes
1;1;1;only;he or she or it
1;1;1;only;they
3;1;3;only;fur
1;1;1;only;wool
1;1;1;only;greedy
1;1;1;only;read
1;1;1;only;abstain from food
1;1;1;only;fire
1;1;1;only;name
1;1;1;only;which
1;1;1;only;why
1;1;1;only;beside
1;1;1;only;itch
1;1;1;only;self
1;1;1;only;breast
1;1;1;only;milk
2;1;2;only;ripe
1;1;1;only;hard
1;1;1;only;father
1;1;1;only;five
1;1;1;only;son
19;10;19;only;alone
1;1;1;only;nine
1;1;1;only;show
1;1;1;only;knit
1;1;1;only;hither (here to)
1;1;1;only;ground
3;2;3;only;hardly
1;1;1;only;paddle
1;1;1;only;sound or noise
2;2;2;only;always
1;1;1;only;and
1;1;1;only;armpit
1;1;1;only;bus
1;1;1;only;weave
1;1;1;only;soon
4;1;4;first;chicken (classifier)
2;1;2;first;bean
1;1;1;first;this
1;1;1;first;wash
1;1;1;first;mushroom
1;1;1;first;die
4;1;4;first;until
14;9;14;first;in front of
3;1;3;first;end (of space)
31;19;29;first;before
5;5;5;first;begin or start
1;1;1;first;king
1;1;1;first;down or below
1;1;1;first;chieftain
1;1;1;first;early
1;1;1;first;light (ignite)
1;1;1;first;air
1;1;1;first;wind
1;1;1;first;bitter
1;1;1;first;man
1;1;1;first;male (of person)
1;1;1;first;immediately
1;1;1;first;nose
2;2;2;first;ancestors
1;1;1;first;hope
1;1;1;first;suspect
1;1;1;first;tree stump
1;1;1;first;bottom
1;1;1;first;see
1;1;1;first;understand
1;1;1;first;look
1;1;1;first;mat
1;1;1;first;head
1;1;1;first;beside
1;1;1;first;blood
1;1;1;first;bow
1;1;1;first;club
1;1;1;first;last (endure)
2;1;2;first;one
8;3;8;first;at first
1;1;1;first;hundred
1;1;1;first;january
1;1;1;first;end (of time)
1;1;1;first;stir fry
1;1;1;first;look for
3;3;3;first;beginning
1;1;1;first;grandchild
1;1;1;first;grandson
1;1;1;first;granddaughter
1;1;1;first;begin
1;1;1;first;cause
1;1;1;first;remains
1;1;1;first;hand
1;1;1;first;vomit
1;1;1;first;root
1;1;1;last (final);back (direction)
1;1;1;last (final);thin
1;1;1;last (final);not
19;14;19;last (final);end (of space)
19;11;18;last (final);end (of time)
3;2;3;last (final);last (endure)
14;10;13;last (final);behind
2;2;2;last (final);be late
7;7;7;last (final);late
1;1;1;last (final);back
7;4;6;last (final);after
1;1;1;last (final);buttocks
4;3;3;last (final);finish
5;3;5;last (final);cease
1;1;1;last (final);who
1;1;1;last (final);old
1;1;1;last (final);fingernail
1;1;1;last (final);rotten
1;1;1;last (final);seed
1;1;1;last (final);soul
1;1;1;last (final);second
2;1;2;last (final);cast
1;1;1;last (final);trough
1;1;1;last (final);fast
1;1;1;last (final);skirt
1;1;1;last (final);grass-skirt
1;1;1;last (final);sand
1;1;1;last (final);footprint
1;1;1;last (final);then
2;1;2;last (final);peak
2;1;2;last (final);point (with finger)
2;1;2;last (final);do
1;1;1;last (final);jaw
3;2;3;last (final);boundary
1;1;1;last (final);cheek
1;1;1;last (final);cut
1;1;1;last (final);gums
1;1;1;last (final);ready
1;1;1;last (final);shield
1;1;1;last (final);wheel
1;1;1;last (final);mule
1;1;1;second;where
2;1;2;second;until
1;1;1;second;back (direction)
3;3;3;second;third
1;1;1;second;remains
1;1;1;second;lunch
3;3;3;second;twice
6;4;6;second;two
1;1;1;second;vomit
1;1;1;second;grave
1;1;1;second;twins
1;1;1;second;pair
2;2;2;second;behind
1;1;1;second;inside
1;1;1;second;raft
1;1;1;second;swallow
2;2;2;second;and
1;1;1;second;brother
1;1;1;second;late
1;1;1;second;slow
2;1;2;second;monday
19;3;19;second;other
1;1;1;second;toilet
1;1;1;second;next
1;1;1;second;man
1;1;1;second;male (of person)
1;1;1;second;married man
1;1;1;second;match
40;19;39;pair;two
1;1;1;pair;loud
1;1;1;pair;rafter
6;6;6;pair;twins
1;1;1;pair;leg
1;1;1;pair;foot
2;2;2;pair;they
2;1;2;pair;twice
1;1;1;pair;hard
2;2;2;pair;dig
1;1;1;pair;friend
2;1;2;pair;retreat
5;1;5;pair;yes
6;1;6;pair;correct (right)
1;1;1;pair;mortar crusher
2;1;2;pair;pestle
2;2;2;pair;grind
1;1;1;pair;sleep
1;1;1;pair;father's sister
1;1;1;pair;floor
2;2;2;pair;boot
1;1;1;pair;chew
2;2;2;pair;threaten
1;1;1;pair;bowl
2;1;2;pair;prison
1;1;1;pair;frost
1;1;1;pair;shave
1;1;1;pair;fragrant
1;1;1;pair;sweet
2;1;2;pair;eat
1;1;1;pair;drip (fall in globules)
1;1;1;pair;in
1;1;1;pair;dwell (live, reside)
1;1;1;pair;learn
1;1;1;pair;pull
1;1;1;pair;cold
1;1;1;pair;owe
1;1;1;pair;ice
2;1;2;pair;break (destroy or get destroyed)
1;1;1;pair;lightning
1;1;1;pair;fodder
1;1;1;pair;put on
2;1;2;pair;bridge
1;1;1;pair;break (of rope)
1;1;1;pair;stomach
1;1;1;pair;tree (classifier)
1;1;1;pair;hundred
1;1;1;pair;ground
1;1;1;pair;tower
1;1;1;pair;jug
1;1;1;pair;relatives
1;1;1;pair;age
1;1;1;pair;before
1;1;1;pair;wife
1;1;1;pair;husband
1;1;1;pair;beam
1;1;1;pair;be
1;1;1;pair;be hungry
1;1;1;pair;bat
1;1;1;pair;coyote
7;2;4;twice;two
2;1;1;twice;again
1;1;1;twice;know (something)
1;1;1;twice;wise
1;1;1;twice;three times
1;1;1;twice;twenty
1;1;1;twice;after
1;1;1;twice;dare
1;1;1;third;horizontal
2;2;2;third;three times
1;1;1;third;glue
10;5;9;third;three
1;1;1;third;after
1;1;1;third;monday
1;1;1;third;tuesday
1;1;1;third;screw
1;1;1;time;good
1;1;1;time;peace
2;2;2;time;summer
1;1;1;time;dry season
1;1;1;time;winter
1;1;1;time;rainy season
1;1;1;time;moon
2;2;2;time;month
17;13;17;time;day (not night)
37;19;33;time;hour
1;1;1;time;law
40;15;33;time;season
47;7;39;time;age
54;17;51;time;weather
3;2;3;time;year
1;1;1;time;temples
8;3;7;time;when
4;2;4;time;meal
1;1;1;time;sometimes
1;1;1;time;immediately
4;4;4;time;clock
1;1;1;time;loud
1;1;1;time;drum
2;2;2;time;i
2;2;2;time;sound or noise
2;2;2;time;land
1;1;1;time;world
1;1;1;time;field
1;1;1;time;heaven
2;2;2;time;sky
1;1;1;time;plough
1;1;1;time;be born
1;1;1;time;fruit
1;1;1;time;land (descend)
1;1;1;time;hair (head)
1;1;1;time;soul
1;1;1;time;morning
6;2;6;time;sun
3;2;3;time;house
1;1;1;time;never
1;1;1;time;howl
1;1;1;time;often
1;1;1;time;door
1;1;1;time;know (something)
1;1;1;time;hip
1;1;1;time;guard
1;1;1;time;learn
1;1;1;time;thigh
1;1;1;time;vine
1;1;1;time;feel
1;1;1;time;touch
1;1;1;time;thief
1;1;1;time;for a long time
1;1;1;time;rape
1;1;1;time;lie (mislead)
1;1;1;time;compound
1;1;1;time;forge
1;1;1;time;cook (something)
1;1;1;time;because
1;1;1;time;that
1;1;1;time;wet
1;1;1;time;life
1;1;1;time;heap
1;1;1;time;dirt
1;1;1;time;swamp
1;1;1;time;ache
1;1;1;time;whither (where to)
1;1;1;time;fringe
1;1;1;time;tone (music)
1;1;1;time;once (in the past)
1;1;1;time;bamboo
1;1;1;time;axe
1;1;1;time;springtime
1;1;1;time;ice
1;1;1;time;hundred
1;1;1;time;ground
1;1;1;time;lick
1;1;1;time;shout
1;1;1;time;bucket
1;1;1;time;eat
2;1;2;time;if
2;2;2;time;good luck
1;1;1;time;country
1;1;1;time;floor
1;1;1;time;mainland
4;4;4;time;day (24 hours)
1;1;1;time;snake
1;1;1;time;hand
1;1;1;time;pig
1;1;1;time;thousand
88;29;88;age;year
1;1;1;age;dry season
1;1;1;age;opossum
5;4;5;age;summer
6;4;6;age;old
1;1;1;age;sew
1;1;1;age;sheep
12;3;11;age;season
1;1;1;age;old man
1;1;1;age;bird
1;1;1;age;i
1;1;1;age;sound or noise
1;1;1;age;hard
1;1;1;age;person
1;1;1;age;fight
1;1;1;age;strike or beat
1;1;1;age;battle
2;2;2;age;day (not night)
1;1;1;age;sour
3;3;3;age;weather
1;1;1;age;world
1;1;1;age;winter
1;1;1;age;heaven
1;1;1;age;sky
1;1;1;age;doubt
1;1;1;age;think (believe)
1;1;1;age;remember
8;2;8;age;be alive or life
3;2;3;age;young
2;2;2;age;hundred
3;1;3;age;wet
1;1;1;age;raw
1;1;1;age;face
1;1;1;age;forget
1;1;1;age;flute
1;1;1;age;oar
1;1;1;age;cat
1;1;1;age;wound
1;1;1;age;head
1;1;1;age;tooth
4;3;4;age;life
1;1;1;age;disease
1;1;1;age;town
1;1;1;age;old (aged)
3;1;3;age;tear (of eye)
1;1;1;age;hither (here to)
1;1;1;age;grandfather
1;1;1;age;sand
2;1;2;age;springtime
1;1;1;age;summit
1;1;1;age;spring (of water)
1;1;1;age;wife
1;1;1;age;grandmother
2;1;2;age;strain
3;1;3;age;blood
1;1;1;age;answer
1;1;1;age;difficult
2;1;2;age;six
1;1;1;age;bowl (classifier)
1;1;1;age;speak
1;1;1;age;song
1;1;1;age;transit
2;2;2;age;before
2;1;2;age;come back
2;1;2;age;bite
1;1;1;age;scratch
1;1;1;age;gnaw
1;1;1;age;ginger
2;1;2;age;choke
2;1;2;age;two
2;1;2;age;wring
2;1;2;age;draw milk
1;1;1;age;lake
1;1;1;age;old (of man)
1;1;1;age;steal
1;1;1;age;dung (animal faeces)
1;1;1;age;faeces (excrement)
1;1;1;age;bitter
1;1;1;age;twins
1;1;1;age;loom
11;1;11;new;firewood
15;2;15;new;heart
1;1;1;new;mountain
12;2;12;new;burning
1;1;1;new;jaw
1;1;1;new;burn
1;1;1;new;now or today
1;1;1;new;hand
1;1;1;new;be hungry
2;1;2;new;box
1;1;1;new;grow up
1;1;1;new;hot
2;1;2;new;dustpan
2;2;2;new;liver
1;1;1;new;son-in-law
1;1;1;new;pig fat
57;15;51;new;young
6;3;6;new;now
2;2;2;new;not
2;1;2;new;calf
1;1;1;new;man
1;1;1;new;until
4;3;4;new;blood
1;1;1;new;sky
1;1;1;new;name
1;1;1;new;wife
5;1;5;new;nine
1;1;1;new;nut
2;2;2;new;young man
1;1;1;new;threaten
1;1;1;new;shout
1;1;1;new;yes
1;1;1;new;vomit
1;1;1;new;ring
1;1;1;new;fly (move through air)
2;1;2;new;sweat (perspire)
4;4;4;new;again
1;1;1;new;stab to death
1;1;1;new;stranger
1;1;1;new;sacrifice
1;1;1;new;bore
1;1;1;new;last (endure)
8;5;8;new;raw
2;1;2;new;wasp
1;1;1;new;head
1;1;1;new;brain
3;3;3;new;unripe
2;2;2;new;fat (organic substance)
6;5;5;new;clean
7;5;7;new;good
2;2;2;new;beautiful
2;1;2;new;silk
2;2;2;new;three
2;1;2;new;thread
1;1;1;new;fishing line
1;1;1;new;bad
1;1;1;new;rope
1;1;1;new;sweet potato
2;1;2;new;potato
1;1;1;new;chest
1;1;1;new;mind
1;1;1;new;baby
1;1;1;new;husband
1;1;1;new;thou
1;1;1;new;horse
1;1;1;new;salt
1;1;1;new;mouth
1;1;1;new;steal
1;1;1;new;sauce
6;1;6;new;cut down
8;1;8;new;be alive
1;1;1;new;rotten
1;1;1;new;shark
2;1;2;new;hit
1;1;1;new;whale
2;1;2;new;sour
2;1;2;new;dry
2;1;2;new;together
3;2;3;new;fruit
3;1;3;new;die
2;1;2;new;tight
1;1;1;new;tail
1;1;1;new;end (of space)
1;1;1;new;end (of time)
13;8;13;new;fresh
1;1;1;new;letter
1;1;1;new;change (become different)
4;3;4;new;news
1;1;1;new;worm
1;1;1;new;snake
1;1;1;new;finger
1;1;1;new;of this kind (such)
1;1;1;new;sleeve
1;1;1;new;trap (pitfall)
1;1;1;new;this
2;2;2;new;hundred
1;1;1;new;bird
1;1;1;new;bear
1;1;1;new;kind (thing)
1;1;1;new;tooth
9;1;9;new;seven
3;1;3;new;kill
2;2;2;new;seed
4;1;4;new;thirsty
1;1;1;new;mosquito
1;1;1;new;bowl
1;1;1;new;piss
1;1;1;new;two
1;1;1;new;wood
1;1;1;new;paternal aunt (wife of father's younger brother)
3;1;3;new;tin (metal)
1;1;1;new;comb (verb)
1;1;1;new;meat
1;1;1;new;wipe
1;1;1;new;tree
1;1;1;new;grind
1;1;1;new;lay eggs
1;1;1;new;strike (something)
5;1;5;new;ripen
1;1;1;new;bull
6;2;6;new;white
2;1;2;new;cut
1;1;1;new;nasal mucus (snot)
1;1;1;new;star
1;1;1;new;beat
2;1;2;new;ground
8;2;8;new;green
2;1;2;new;leg
2;1;2;new;before
1;1;1;new;afterwards
1;1;1;new;today
1;1;1;new;cold
2;1;2;new;coconut
1;1;1;new;yellow
1;1;1;new;dark
1;1;1;new;person
1;1;1;new;no
1;1;1;new;invite
1;1;1;new;bait
1;1;1;new;lip
3;1;3;young;rope
45;17;42;young;young man
10;6;10;young;child (young human)
9;8;9;young;boy
9;8;9;young;young woman
6;4;6;young;soft
1;1;1;young;weak
1;1;1;young;sacrifice
1;1;1;young;back
1;1;1;young;behind
7;5;6;young;unripe
2;2;2;young;raw
1;1;1;young;buttocks
1;1;1;young;sweat (perspire)
1;1;1;young;bore
1;1;1;young;child (descendant)
1;1;1;young;daughter
2;2;2;young;girl
3;3;3;young;son
1;1;1;young;true
1;1;1;young;be born
5;5;5;young;baby
1;1;1;young;stomach
1;1;1;young;brave
1;1;1;young;language
1;1;1;young;word
1;1;1;young;kid
4;2;4;young;light (color)
1;1;1;young;light (weight)
1;1;1;young;helmet
1;1;1;young;silence
1;1;1;young;wife
1;1;1;young;woman
1;1;1;young;easy
1;1;1;young;adultery
1;1;1;young;sarong
5;1;5;young;child
1;1;1;young;calf
1;1;1;young;cooked rice
1;1;1;young;angry
1;1;1;young;people
1;1;1;young;string
1;1;1;young;tear (of eye)
1;1;1;young;red
3;1;3;young;hand
1;1;1;young;believe
1;1;1;young;lay eggs
1;1;1;young;egg
1;1;1;young;old person
1;1;1;young;bamboo
1;1;1;young;lick
1;1;1;old;evil
28;19;28;old;old woman
3;3;3;old;ancestors
1;1;1;old;yellow
1;1;1;old;red
2;1;2;old;cow
3;1;3;old;fat (organic substance)
107;38;103;old;old man
5;3;5;old;ripe
5;5;5;old;husband
1;1;1;old;mighty or powerful or strong
2;1;2;old;wise
1;1;1;old;deny
1;1;1;old;sacrifice
3;3;3;old;rotten
1;1;1;old;preserve
1;1;1;old;hoe
1;1;1;old;let go or set free
1;1;1;old;star
2;2;2;old;rescue
1;1;1;old;fish
9;2;9;old;before
1;1;1;old;in front of
1;1;1;old;ornament
1;1;1;old;spade
1;1;1;old;for a long time
1;1;1;old;nose
1;1;1;old;uncle
1;1;1;old;mother's brother
1;1;1;old;father's brother
3;3;3;old;chieftain
1;1;1;old;again
1;1;1;old;always
2;1;2;old;oil (organic substance)
1;1;1;old;ghost
1;1;1;old;demon
1;1;1;old;young man
2;2;2;old;soul
2;2;2;old;grandfather
1;1;1;old;sun
1;1;1;old;male (of person)
1;1;1;old;male (of animal)
1;1;1;old;fingernail
1;1;1;old;seed
1;1;1;old;end (of space)
1;1;1;old;hard
1;1;1;old;rattle
1;1;1;old;sheep
3;2;3;old;dark
1;1;1;old;father
1;1;1;old;look
1;1;1;old;breast
1;1;1;old;milk
1;1;1;old;inside
1;1;1;old;medicine
1;1;1;old;smoke (inhale)
1;1;1;old;fish poison
1;1;1;old;remains
1;1;1;old;tobacco
3;3;3;old;dirty
1;1;1;old;knot
1;1;1;old;oat
1;1;1;old;bite
2;2;2;old;thou
2;1;2;old;adze
1;1;1;old;small bowl
1;1;1;old;old person
37;7;34;old;old (aged)
1;1;1;old;one
1;1;1;old;alone
1;1;1;old;air
8;4;8;old;former
1;1;1;old;nine
2;2;2;old;far
2;2;2;old;sleep
1;1;1;old;he
1;1;1;old;violence
1;1;1;old;tendon
1;1;1;old;ware
4;1;4;old;tortoise
1;1;1;old;hump
1;1;1;old;where
1;1;1;old;not
1;1;1;old;sick
1;1;1;old;vomit
1;1;1;old;fight
1;1;1;old;pull
1;1;1;old;male
1;1;1;old;put on
2;2;2;old;black
1;1;1;old;undress
1;1;1;old;paddle
1;1;1;old;wear
1;1;1;old;firewood
1;1;1;old;bone
2;2;2;old;hit
1;1;1;old;die
1;1;1;old;ten
1;1;1;old;tick
1;1;1;old;chew
1;1;1;old;bean
1;1;1;old;death
2;1;2;old;powerful
1;1;1;old;flying fox
1;1;1;old;when
1;1;1;old;day before yesterday
1;1;1;old;forehead
1;1;1;old;river
1;1;1;old;water
1;1;1;old;ear
1;1;1;old;louse
2;1;2;old;dry
1;1;1;old;rain (raining)
2;2;2;old;man
1;1;1;old;we
2;1;2;old;us (oblique case of we)
2;1;2;old;fruit
1;1;1;old;bad
1;1;1;old;our
1;1;1;old;sand
1;1;1;old;belly
1;1;1;old;g-string
1;1;1;old;good
1;1;1;old;guts
1;1;1;old;faeces (excrement)
1;1;1;old;bottom
1;1;1;old;married woman
1;1;1;old;often
1;1;1;old;become
1;1;1;old;untie
1;1;1;old;owl
1;1;1;old;hour
1;1;1;old;horse
1;1;1;old;mule
1;1;1;early;be
2;1;2;early;stir fry
2;1;2;early;grass
3;1;3;early;cook (something)
1;1;1;early;wind
2;1;2;early;heavy
2;1;2;early;seed
8;1;8;early;look for
1;1;1;early;breakfast
19;1;19;early;three
2;1;2;early;plant (something)
50;25;50;early;morning
1;1;1;early;tiger
1;1;1;early;harvest crops
1;1;1;early;vomit
1;1;1;early;sweet
1;1;1;early;salt
1;1;1;early;break (cleave)
1;1;1;early;tumble (fall down)
1;1;1;early;cut down
1;1;1;early;paper
1;1;1;early;book
1;1;1;early;ancestors
2;2;2;early;for a long time
3;3;3;early;in front of
9;7;9;early;before
4;1;4;early;often
21;7;20;early;fast
22;7;22;early;soon
1;1;1;early;year
1;1;1;early;oar
1;1;1;early;bronze or copper
10;8;10;early;dawn
10;4;10;early;immediately
1;1;1;early;chieftain
3;3;3;early;hurry
1;1;1;early;tomorrow
1;1;1;early;snake
1;1;1;early;eagle
2;1;2;early;hawk
1;1;1;early;heart
1;1;1;early;be silent
2;1;2;early;nose
1;1;1;early;bad
1;1;1;early;suddenly
1;1;1;early;country
1;1;1;early;town
1;1;1;early;village
1;1;1;early;be born
1;1;1;early;grow up
1;1;1;early;good
1;1;1;early;painful
2;1;2;early;sick
1;1;1;early;mouth
1;1;1;early;pull
1;1;1;early;wait (for)
5;1;5;early;black
1;1;1;early;cattle
1;1;1;early;cooked
3;1;3;early;dark
1;1;1;early;dwell (live, reside)
1;1;1;early;rest
1;1;1;early;bovine
1;1;1;early;liver
1;1;1;early;gold
1;1;1;early;yellow
1;1;1;early;sharpen (something)
1;1;1;early;in
1;1;1;early;cut
1;1;1;early;five
1;1;1;early;drum
1;1;1;early;lazy
1;1;1;early;grind
1;1;1;early;ask (inquire)
1;1;1;early;laugh
1;1;1;early;broom
3;1;3;early;ghost
1;1;1;early;you
3;1;3;early;deity
4;1;4;early;lean (meat)
1;1;1;early;voice
1;1;1;early;tendon
1;1;1;early;spicy
1;1;1;early;front (part)
1;1;1;early;urine
1;1;1;early;soup
2;1;2;early;press
1;1;1;early;go down (descend)
1;1;1;early;water
1;1;1;early;sweat (substance)
1;1;1;early;autonym (of people)
1;1;1;early;beginning
1;1;1;early;good luck
1;1;1;early;demon
1;1;1;early;bear fruit
1;1;1;early;light (ignite)
1;1;1;early;repair
1;1;1;late;dark
1;1;1;late;press
2;2;2;late;eat
1;1;1;late;drink
2;2;2;late;lunch
7;3;7;late;night
38;20;37;late;afternoon
1;1;1;late;midday
16;4;15;late;after
9;5;9;late;behind
1;1;1;late;post
7;6;7;late;evening
3;3;3;late;for a long time
19;8;18;late;slow
24;10;21;late;be late
3;2;3;late;back
1;1;1;late;end (of space)
1;1;1;late;buttocks
1;1;1;late;cold
1;1;1;late;be alive or life
1;1;1;late;victory
2;2;2;late;meal
1;1;1;late;dinner (supper)
1;1;1;late;yesterday
1;1;1;late;face
1;1;1;late;beeswax
1;1;1;late;clean
1;1;1;late;rope
1;1;1;late;headband or headdress
1;1;1;late;bark
1;1;1;late;dandruff
1;1;1;late;leaf
1;1;1;late;before
2;1;2;late;day (not night)
1;1;1;late;sun
1;1;1;late;mix
1;1;1;late;ear
1;1;1;late;older sister
1;1;1;late;from
1;1;1;late;difficult
1;1;1;late;branch
2;1;2;late;lick
1;1;1;late;bowl
1;1;1;late;undress
1;1;1;late;strong
1;1;1;late;tea
1;1;1;late;cooked
1;1;1;late;blow (with mouth)
1;1;1;late;bamboo
1;1;1;now;difficult
47;30;44;now;today
32;14;32;now;immediately
11;5;11;now;this
12;10;11;now;soon
1;1;1;now;fathom
2;2;2;now;hour
2;2;2;now;because
1;1;1;now;when
3;2;2;now;if
1;1;1;now;where
3;2;2;now;yes
1;1;1;now;always
2;2;2;now;and
1;1;1;now;fast
2;2;2;now;good
1;1;1;now;healthy
2;2;2;now;holy
2;2;2;now;correct (right)
1;1;1;now;certain
2;2;2;now;good luck
1;1;1;now;brick
1;1;1;now;wheat
2;1;1;now;conceive
3;2;2;now;thou
2;1;1;now;mother
2;1;1;now;what
3;2;2;now;no
2;2;2;now;say
1;1;1;now;army
1;1;1;now;heaven
2;1;1;now;door
1;1;1;now;son
1;1;1;now;rainbow
2;1;1;now;wood
1;1;1;now;in front of
2;1;1;now;god
3;3;3;now;again
1;1;1;now;do or make
1;1;1;now;be alive or life
1;1;1;now;master
2;1;1;now;livestock
1;1;1;now;need (noun)
1;1;1;now;sweet
2;1;1;now;which
1;1;1;now;roof
1;1;1;now;love
1;1;1;now;barley
1;1;1;now;wages
1;1;1;now;we (exclusive)
1;1;1;now;father
1;1;1;now;rope
1;1;1;now;eye
2;2;2;now;head
2;2;2;now;name
2;2;2;now;below or under
1;1;1;now;cheese
1;1;1;now;behind
1;1;1;now;child (descendant)
1;1;1;now;people
1;1;1;now;priest
1;1;1;now;inside
1;1;1;now;he or she or it
1;1;1;now;animal
1;1;1;now;clear
1;1;1;now;word
1;1;1;now;smile
1;1;1;now;saw
1;1;1;now;hand
1;1;1;now;after
1;1;1;now;louse
1;1;1;now;carry on shoulder
1;1;1;now;boast
1;1;1;now;own
1;1;1;now;year
3;3;3;now;day (24 hours)
2;2;2;now;sun
3;1;3;now;that
1;1;1;now;suck
4;2;3;now;here
1;1;1;now;light (color)
1;1;1;now;fence
1;1;1;now;millet
2;2;2;now;seed
1;1;1;now;skirt
4;3;4;now;instantly (immediately)
1;1;1;now;sled
1;1;1;now;distance
1;1;1;now;already
1;1;1;now;still (continuing)
1;1;1;now;cause to (let)
1;1;1;now;just
1;1;1;now;leaf
1;1;1;now;rescue
1;1;1;now;daughter
2;1;2;now;you
2;1;2;now;tooth
1;1;1;now;manner
1;1;1;now;child-in-law
1;1;1;now;sibling-in-law
1;1;1;now;daughter-in-law (of woman)
1;1;1;now;daughter-in-law (of man)
1;1;1;now;son-in-law (of woman)
1;1;1;now;son-in-law (of man)
19;11;15;immediately;fast
1;1;1;immediately;short (time)
36;14;31;immediately;soon
1;1;1;immediately;slow
1;1;1;immediately;always
1;1;1;immediately;son
1;1;1;immediately;opossum
1;1;1;immediately;hour
1;1;1;immediately;firewood
3;3;3;immediately;today
1;1;1;immediately;be late
1;1;1;immediately;shell
2;2;2;immediately;often
1;1;1;immediately;horse
1;1;1;immediately;manner
1;1;1;immediately;before
1;1;1;immediately;hurry
1;1;1;immediately;leaf
1;1;1;immediately;belt
