Word;Valence_lang;Arousal_lang;Dominance_lang;Valence_fam;Arousal_fam;Dominance_fam;Valence_mean;Arousal_mean;Dominance_mean;Valence;Arousal;Dominance
theorise;0,380978260869565;0,517728260869565;0,462065217391304;0,385153846153846;0,516230769230769;0,451230769230769;0,385153846153846;0,516230769230769;0,451230769230769;NA;NA;NA
hypothesise;0,36918115942029;0,532264492753623;0,449789855072464;0,358076923076923;0,545615384615385;0,439615384615385;0,358076923076923;0,545615384615385;0,439615384615385;NA;NA;NA
hypothecate;0,36918115942029;0,532264492753623;0,449789855072464;0,358076923076923;0,545615384615385;0,439615384615385;0,358076923076923;0,545615384615385;0,439615384615385;NA;NA;NA
devious;0,342380952380952;0,511190476190476;0,404428571428571;0,330428571428571;0,531714285714286;0,398107142857143;0,330428571428571;0,531714285714286;0,398107142857143;0,25;0,519;0,259
circuitous;0,294571428571429;0,593285714285714;0,379142857142857;0,294571428571429;0,593285714285714;0,379142857142857;0,294571428571429;0,593285714285714;0,379142857142857;NA;NA;NA
circus;0,604;0,647;0,467;0,604;0,647;0,467;0,604;0,647;0,467;0,724;0,637;0,432
hostile;0,199888888888889;0,730666666666667;0,488222222222222;0,213333333333333;0,761;0,503333333333333;0,213333333333333;0,761;0,503333333333333;0,188;0,877;0,474
inimical;0,183888888888889;0,742666666666667;0,47;0,189333333333333;0,779;0,476;0,189333333333333;0,779;0,476;0,26;0,823;0,556
silk;0,760857142857143;0,321571428571429;0,341285714285714;0,754;0,309;0,353;0,766;0,331;0,3325;0,76;0,115;0,3
silken;0,784;0,276142857142857;0,283428571428571;0,788;0,303;0,280666666666667;0,781;0,256;0,2855;0,73;0,265;0,394
thankless;0,224333333333333;0,509333333333333;0,292333333333333;0,227;0,5335;0,301;0,227;0,5335;0,301;0,146;0,5;0,497
ingrate;0,1752;0,4844;0,4082;0,170333333333333;0,487;0,423;0,1825;0,4805;0,386;0,235;0,606;0,327
inherent;0,406;0,471;0,526;0,406;0,471;0,526;0,406;0,471;0,526;0,562;0,439;0,48
sudor;0,387108108108108;0,605162162162162;0,354378378378378;0,387294117647059;0,599705882352941;0,342411764705882;0,387142857142857;0,604142857142857;0,352142857142857;NA;NA;NA
perspire;0,386702702702703;0,617054054054054;0,380459459459459;0,386764705882353;0,615235294117647;0,376470588235294;0,386714285714286;0,616714285714286;0,379714285714286;NA;NA;NA
perspiration;0,38696332046332;0,609409266409266;0,36369305019305;0,387294117647059;0,599705882352941;0,342411764705882;0,387142857142857;0,604142857142857;0,352142857142857;0,385;0,667;0,49
go shopping;0,725;0,632;0,565;0,725;0,632;0,565;0,725;0,632;0,565;NA;NA;NA
baht;0,552;0,255;0,482;0,552;0,255;0,482;0,552;0,255;0,482;NA;NA;NA
thai baht;0,552;0,255;0,482;0,552;0,255;0,482;0,552;0,255;0,482;NA;NA;NA
glory;0,925;0,587;0,642;0,925;0,587;0,642;0,925;0,587;0,642;0,948;0,735;0,817
lollipop;0,603875;0,36725;0,337875;0,603875;0,36725;0,337875;0,603875;0,36725;0,337875;0,628;0,483;0,357
comforter;0,628;0,483;0,357;0,628;0,483;0,357;0,628;0,483;0,357;0,618;0,275;0,302
binky;0,628;0,483;0,357;0,628;0,483;0,357;0,628;0,483;0,357;NA;NA;NA
bo-bo;0,628;0,483;0,357;0,628;0,483;0,357;0,628;0,483;0,357;NA;NA;NA
afraid;0,0810277777777778;0,824027777777778;0,253666666666667;0,0798666666666667;0,8238;0,2546;0,0752222222222222;0,822888888888889;0,258333333333333;0,01;0,775;0,245
have fear;0,0771666666666667;0,807916666666667;0,228;0,077;0,8092;0,2306;0,0763333333333333;0,814333333333333;0,241;NA;NA;NA
temple;0,6486;0,2034;0,539;0,646875;0,219125;0,578125;0,6486;0,2034;0,539;0,612;0,269;0,66
toolbox;0,684484354628422;0,194465449804433;0,520237940026076;0,67511764705882;0,201882352941175;0,517294117647056;0,684125;0,19475;0,520125;0,531;0,316;0,472
tool chest;0,659728813559322;0,21406779661017;0,512457627118644;0,646294117647057;0,224705882352941;0,508235294117646;0,6535;0,219;0,5105;NA;NA;NA
toolkit;0,672186440677966;0,204203389830508;0,516372881355932;0,631882352941171;0,236117647058822;0,503705882352937;0,6535;0,219;0,5105;NA;NA;NA
lake;0,688;0,392;0,605;0,688;0,392;0,605;0,688;0,392;0,605;0,694;0,196;0,425
dribble;0,388333333333333;0,465;0,402;0,388333333333333;0,465;0,402;0,388333333333333;0,465;0,402;0,417;0,551;0,465
pornographic;0,3335;0,918;0,451;0,3335;0,918;0,451;0,3335;0,918;0,451;0,23;0,896;0,5
porn;0,28175;0,907;0,4755;0,28175;0,907;0,4755;0,28175;0,907;0,4755;0,344;0,915;0,421
pornography;0,28175;0,907;0,4755;0,28175;0,907;0,4755;0,28175;0,907;0,4755;0,323;0,921;0,481
egg cell;0,684;0,241;0,293;0,684;0,241;0,293;0,684;0,241;0,293;NA;NA;NA
ovule;0,684;0,241;0,293;0,684;0,241;0,293;0,684;0,241;0,293;NA;NA;NA
flight attendant;0,6266;0,4404;0,5028;0,6266;0,4404;0,5028;0,6266;0,4404;0,5028;NA;NA;NA
cabin crew;0,6266;0,4404;0,5028;0,6266;0,4404;0,5028;0,6266;0,4404;0,5028;NA;NA;NA
steward;0,6266;0,4404;0,5028;0,6266;0,4404;0,5028;0,6266;0,4404;0,5028;0,633;0,238;0,55
cabin attendant;0,6266;0,4404;0,5028;0,6266;0,4404;0,5028;0,6266;0,4404;0,5028;NA;NA;NA
air hostess;0,6282;0,3898;0,5146;0,6282;0,3898;0,5146;0,6282;0,3898;0,5146;NA;NA;NA
closing;0,238857148335408;0,448645877582816;0,409364239656255;0,238598660234047;0,44836424472533;0,409014940280476;0,2389583333095;0,447166666617566;0,407333333287767;NA;NA;NA
salute;0,238857151708529;0,448645884295238;0,409364245852254;0,238598660235085;0,448364244727441;0,409014940282433;0,238958333309623;0,447166666617819;0,407333333288001;NA;NA;NA
complimentary close;0,238857276346675;0,448646132321819;0,409364474796817;0,238598660252554;0,448364244762979;0,409014940315362;0,238958333311469;0,447166666621622;0,407333333291531;NA;NA;NA
complimentary closing;0,238857276346675;0,448646132321819;0,409364474796817;0,238598660252554;0,448364244762979;0,409014940315362;0,238958333311469;0,447166666621622;0,407333333291531;NA;NA;NA
common sense;0,847;0,43;0,896;0,847;0,43;0,896;0,847;0,43;0,896;NA;NA;NA
knowledge;0,77475;0,475972222222222;0,718027777777778;0,7633;0,4613;0,74985;0,751;0,453076923076923;0,738615384615385;0,847;0,43;0,896
good sense;0,847;0,43;0,896;0,847;0,43;0,896;0,847;0,43;0,896;NA;NA;NA
horse sense;0,847;0,43;0,896;0,847;0,43;0,896;0,847;0,43;0,896;NA;NA;NA
gorgeous;1;0,68;0,886;1;0,68;0,886;1;0,68;0,886;0,92;0,56;0,741
activity;0,614435897435897;0,528461538461538;0,692128205128205;0,611857142857143;0,521047619047619;0,688571428571429;0,610083333333333;0,530833333333333;0,688083333333333;0,701;0,66;0,807
favor;0,76;0,385;0,536;0,76;0,385;0,536;0,76;0,385;0,536;0,812;0,308;0,519
alligator;0,344;0,708;0,61;0,344;0,708;0,61;0,344;0,708;0,61;0,354;0,704;0,645
terrorism;0,019;0,93;0,679;0,019;0,93;0,679;0,019;0,93;0,679;0,06;0,971;0,673
administrative body;0,592;0,255;0,385;0,592;0,255;0,385;0,592;0,255;0,385;NA;NA;NA
alcohol;0,3255;0,60275;0,41625;0,325307692307692;0,607692307692308;0,413230769230769;0,324428571428571;0,630285714285714;0,399428571428571;0,323;0,667;0,377
stop;0,275337235538243;0,499480410314009;0,412255324085138;0,264545903010033;0,490692140468227;0,401022826086957;0,272255379746835;0,498205379746835;0,415881012658228;0,28;0,51;0,49
hold;0,586310344827586;0,484867816091954;0,595695402298851;0,591714285714286;0,484773809523809;0,594130952380952;0,587636363636364;0,486893939393939;0,586712121212121;0,448;0,29;0,364
halt;0,28;0,51;0,49;0,28;0,51;0,49;0,28;0,51;0,49;0,167;0,36;0,432
give up;0,278047619047619;0,526857142857143;0,346380952380952;0,2862;0,5334;0,3544;0,2862;0,5334;0,3544;NA;NA;NA
lay off;0,28;0,51;0,49;0,28;0,51;0,49;0,28;0,51;0,49;NA;NA;NA
cease;0,28;0,51;0,49;0,28;0,51;0,49;0,28;0,51;0,49;0,388;0,25;0,42
quit;0,28;0,51;0,49;0,28;0,51;0,49;0,28;0,51;0,49;0,469;0,559;0,488
